CBC News Nova Scotia,https://rss.cbc.ca/lineup/canada-novascotia.xml
CTV News Atlantic,https://atlantic.ctvnews.ca/rss/ctv-news-atlantic-public-rss-1.822315
Global News Atlantic,https://globalnews.ca/halifax/feed/
The Coast Halifax,https://www.thecoast.ca/halifax/Rss.xml?section=957802
The Halifax Examiner,https://www.halifaxexaminer.ca/feed/
